retailer_code,source_year,year,kpi,method,kpi_type,source_value,source_unit,value,unit,unit_neum,unit_denom_1,unit_denom_2,business_scope,note
ICE,2024,2023,Scope 1 and 2,Location,Measure,162520,tCO2e,162520,tCO2e,,,,UK,
ICE,2021,2019,Scope 1 and 2,Market,Measure,68663,tCO2e,68663,tCO2e,,,,UK,
ICE,2021,2020,Scope 1 and 2,Market,Measure,79477,tCO2e,79477,tCO2e,,,,UK,
ICE,2022,2021,Scope 1 and 2,Market,Measure,73124,tCO2e,73124,tCO2e,,,,UK,
ICE,2023,2022,Scope 1 and 2,Market,Measure,69572,tCO2e,69572,tCO2e,,,,UK,
ICE,2024,2023,Scope 1 and 2,Market,Measure,67118,tCO2e,67118,tCO2e,,,,UK,
ICE,2020,2019,Scope 2,Location,Measure,121065,tCO2e,121065,tCO2e,,,,UK,
ICE,2021,2020,Scope 2,Location,Measure,112777,tCO2e,112777,tCO2e,,,,UK,
ICE,2022,2021,Scope 2,Location,Measure,99871,tCO2e,99871,tCO2e,,,,UK,
ICE,2023,2022,Scope 2,Location,Measure,98200,tCO2e,98200,tCO2e,,,,UK,
ICE,2024,2023,Scope 2,Location,Measure,95403,tCO2e,95403,tCO2e,,,,UK,
JLP,2014,2013,Scope 2,Location,Intensity,53.7,tCO2e/mGBP Sales,53.7,tCO2e/mGBP Sales,tCO2e,mGBP,Sales,UK,
JLP,2015,2014,Scope 2,Location,Intensity,53.4,tCO2e/mGBP Sales,53.4,tCO2e/mGBP Sales,tCO2e,mGBP,Sales,UK,
JLP,2016,2014,Scope 2,Location,Intensity,54.5,tCO2e/mGBP Sales,54.5,tCO2e/mGBP Sales,tCO2e,mGBP,Sales,UK,
JLP,2016,2015,Scope 2,Location,Intensity,50.9,tCO2e/mGBP Sales,50.9,tCO2e/mGBP Sales,tCO2e,mGBP,Sales,UK,
JLP,2017,2015,Scope 2,Location,Intensity,49.6,tCO2e/mGBP Sales,49.6,tCO2e/mGBP Sales,tCO2e,mGBP,Sales,UK,
JLP,2017,2016,Scope 2,Location,Intensity,45.7,tCO2e/mGBP Sales,45.7,tCO2e/mGBP Sales,tCO2e,mGBP,Sales,UK,
JLP,2018,2017,Scope 2,Location,Intensity,39.3,tCO2e/mGBP Sales,39.3,tCO2e/mGBP Sales,tCO2e,mGBP,Sales,UK,
JLP,2019,2018,Scope 2,Location,Intensity,34.2,tCO2e/mGBP Sales,34.2,tCO2e/mGBP Sales,tCO2e,mGBP,Sales,UK,
JLP,2020,2019,Scope 2,Location,Intensity,30.9,tCO2e/mGBP Sales,30.9,tCO2e/mGBP Sales,tCO2e,mGBP,Sales,UK,
JLP,2021,2020,Scope 2,Location,Intensity,25.5,tCO2e/mGBP Sales,25.5,tCO2e/mGBP Sales,tCO2e,mGBP,Sales,UK,
JLP,2022,2021,Scope 2,Location,Intensity,22,tCO2e/mGBP Sales,22,tCO2e/mGBP Sales,tCO2e,mGBP,Sales,UK,
JLP,2023,2022,Scope 2,Location,Intensity,20,tCO2e/mGBP Sales,20,tCO2e/mGBP Sales,tCO2e,mGBP,Sales,UK,
JLP,2024,2022,Scope 2,Location,Intensity,19.5,tCO2e/mGBP Sales,19.5,tCO2e/mGBP Sales,tCO2e,mGBP,Sales,UK,
JLP,2024,2023,Scope 2,Location,Intensity,18.1,tCO2e/mGBP Sales,18.1,tCO2e/mGBP Sales,tCO2e,mGBP,Sales,UK,
JLP,2025,2024,Scope 2,Location,Intensity,16.7,tCO2e/mGBP Sales,16.7,tCO2e/mGBP Sales,tCO2e,mGBP,Sales,UK,
JLP,2016,2014,Scope 2,Market,Intensity,57,tCO2e/mGBP Sales,57,tCO2e/mGBP Sales,tCO2e,mGBP,Sales,UK,
JLP,2016,2015,Scope 2,Market,Intensity,28.1,tCO2e/mGBP Sales,28.1,tCO2e/mGBP Sales,tCO2e,mGBP,Sales,UK,
JLP,2017,2015,Scope 2,Market,Intensity,27.3,tCO2e/mGBP Sales,27.3,tCO2e/mGBP Sales,tCO2e,mGBP,Sales,UK,
JLP,2017,2016,Scope 2,Market,Intensity,22.6,tCO2e/mGBP Sales,22.6,tCO2e/mGBP Sales,tCO2e,mGBP,Sales,UK,
JLP,2018,2017,Scope 2,Market,Intensity,19.9,tCO2e/mGBP Sales,19.9,tCO2e/mGBP Sales,tCO2e,mGBP,Sales,UK,
JLP,2019,2018,Scope 2,Market,Intensity,19,tCO2e/mGBP Sales,19,tCO2e/mGBP Sales,tCO2e,mGBP,Sales,UK,
JLP,2020,2019,Scope 2,Market,Intensity,17.7,tCO2e/mGBP Sales,17.7,tCO2e/mGBP Sales,tCO2e,mGBP,Sales,UK,
JLP,2021,2020,Scope 2,Market,Intensity,15,tCO2e/mGBP Sales,15,tCO2e/mGBP Sales,tCO2e,mGBP,Sales,UK,
JLP,2022,2021,Scope 2,Market,Intensity,12.6,tCO2e/mGBP Sales,12.6,tCO2e/mGBP Sales,tCO2e,mGBP,Sales,UK,
JLP,2023,2022,Scope 2,Market,Intensity,11.4,tCO2e/mGBP Sales,11.4,tCO2e/mGBP Sales,tCO2e,mGBP,Sales,UK,
JLP,2024,2022,Scope 2,Market,Intensity,11.1,tCO2e/mGBP Sales,11.1,tCO2e/mGBP Sales,tCO2e,mGBP,Sales,UK,
JLP,2024,2023,Scope 2,Market,Intensity,10.8,tCO2e/mGBP Sales,10.8,tCO2e/mGBP Sales,tCO2e,mGBP,Sales,UK,
JLP,2024,2023,Scope 2,Market,Intensity,10.9,tCO2e/mGBP Sales,10.9,tCO2e/mGBP Sales,tCO2e,mGBP,Sales,UK,
JLP,2025,2024,Scope 2,Market,Intensity,9.8,tCO2e/mGBP Sales,9.8,tCO2e/mGBP Sales,tCO2e,mGBP,Sales,UK,
JLP,2025,2024,Scope 2,Market,Intensity,9.9,tCO2e/mGBP Sales,9.9,tCO2e/mGBP Sales,tCO2e,mGBP,Sales,UK,
JLP,2024,2018,Energy,,Measure,1280410028,kWh,128.041,GWh,,,,UK,
JLP,2024,2022,Energy,,Measure,1128248164,kWh,112.8248,GWh,,,,UK,
JLP,2024,2023,Energy,,Measure,1128248164,kWh,112.8248,GWh,,,,UK,
JLP,2025,2024,Energy,,Measure,1092060534,kWh,109.2061,GWh,,,,UK,
JLP,2015,2014,Scope 1,Location,Measure,205278,tCO2e,205278,tCO2e,,,,UK,
JLP,2016,2014,Scope 1,Location,Measure,218030,tCO2e,218030,tCO2e,,,,UK,
JLP,2016,2015,Scope 1,Location,Measure,204492,tCO2e,204492,tCO2e,,,,UK,
JLP,2017,2015,Scope 1,Location,Measure,202094,tCO2e,202094,tCO2e,,,,UK,
JLP,2017,2016,Scope 1,Location,Measure,193796,tCO2e,193796,tCO2e,,,,UK,
JLP,2018,2017,Scope 1,Location,Measure,176611,tCO2e,176611,tCO2e,,,,UK,
JLP,2019,2018,Scope 1,Location,Measure,168029,tCO2e,168029,tCO2e,,,,UK,
JLP,2020,2019,Scope 1,Location,Measure,156755,tCO2e,156755,tCO2e,,,,UK,
JLP,2021,2020,Scope 1,Location,Measure,141417,tCO2e,141417,tCO2e,,,,UK,
JLP,2022,2021,Scope 1,Location,Measure,138080,tCO2e,138080,tCO2e,,,,UK,
JLP,2022,2020,Scope 1,Market,Measure,"141,078",tCO2e,"141,078",tCO2e,,,,UK,
JLP,2023,2022,Scope 1,Location,Measure,123309,tCO2e,123309,tCO2e,,,,UK,
JLP,2024,2022,Scope 1,Location,Measure,118898,tCO2e,118898,tCO2e,,,,UK,
JLP,2024,2023,Scope 1,Location,Measure,103299,tCO2e,103299,tCO2e,,,,UK,
JLP,2022,2021,Scope 1,Market,Measure,135704,tCO2e,135704,tCO2e,,,,UK,
JLP,2012,2009,Scope 1 and 2,Location,Measure,517018,tCO2e,517018,tCO2e,,,,UK,
JLP,2012,2010,Scope 1 and 2,Location,Measure,530147,tCO2e,530147,tCO2e,,,,UK,
JLP,2013,2011,Scope 1 and 2,Location,Measure,528535,tCO2e,528535,tCO2e,,,,UK,
JLP,2013,2012,Scope 1 and 2,Location,Measure,557017,tCO2e,557017,tCO2e,,,,UK,
JLP,2014,2013,Scope 1 and 2,Location,Measure,546358,tCO2e,546358,tCO2e,,,,UK,
JLP,2015,2014,Scope 1 and 2,Location,Measure,583915,tCO2e,583915,tCO2e,,,,UK,
JLP,2016,2014,Scope 1 and 2,Location,Measure,534373,tCO2e,534373,tCO2e,,,,UK,
JLP,2016,2015,Scope 1 and 2,Location,Measure,499419,tCO2e,499419,tCO2e,,,,UK,
JLP,2017,2016,Scope 1 and 2,Location,Measure,463782,tCO2e,463782,tCO2e,,,,UK,
JLP,2018,2017,Scope 1 and 2,Location,Measure,403945,tCO2e,403945,tCO2e,,,,UK,
JLP,2019,2018,Scope 1 and 2,Location,Measure,351007,tCO2e,351007,tCO2e,,,,UK,
JLP,2020,2019,Scope 1 and 2,Location,Measure,316773,tCO2e,316773,tCO2e,,,,UK,
JLP,2021,2020,Scope 1 and 2,Location,Measure,271430,tCO2e,271430,tCO2e,,,,UK,
JLP,2022,2021,Scope 1 and 2,Location,Measure,255774,tCO2e,255774,tCO2e,,,,UK,
JLP,2023,2021,Scope 1 and 2,Location,Measure,253398,tCO2e,253398,tCO2e,,,,UK,
JLP,2023,2022,Scope 1 and 2,Location,Measure,229295,tCO2e,229295,tCO2e,,,,UK,
JLP,2024,2022,Scope 1 and 2,Location,Measure,224125,tCO2e,224125,tCO2e,,,,UK,
JLP,2024,2023,Scope 1 and 2,Location,Measure,210006,tCO2e,210006,tCO2e,,,,UK,
JLP,2025,2024,Scope 1 and 2,Location,Measure,199147,tCO2e,199147,tCO2e,,,,UK,
JLP,2016,2014,Scope 1 and 2,Market,Measure,561607,tCO2e,561607,tCO2e,,,,UK,
JLP,2016,2015,Scope 1 and 2,Market,Measure,248091,tCO2e,248091,tCO2e,,,,UK,
JLP,2017,2016,Scope 1 and 2,Market,Measure,201197,tCO2e,201197,tCO2e,,,,UK,
JLP,2018,2017,Scope 1 and 2,Market,Measure,183036,tCO2e,183036,tCO2e,,,,UK,
JLP,2019,2018,Scope 1 and 2,Market,Measure,175381,tCO2e,175381,tCO2e,,,,UK,
JLP,2020,2019,Scope 1 and 2,Market,Measure,164876,tCO2e,164876,tCO2e,,,,UK,
JLP,2021,2020,Scope 1 and 2,Market,Measure,146895,tCO2e,146895,tCO2e,,,,UK,
JLP,2022,2021,Scope 1 and 2,Market,Measure,138852,tCO2e,138852,tCO2e,,,,UK,
JLP,2023,2021,Scope 1 and 2,Market,Measure,136476,tCO2e,136476,tCO2e,,,,UK,
JLP,2023,2022,Scope 1 and 2,Market,Measure,124784,tCO2e,124784,tCO2e,,,,UK,
JLP,2024,2022,Scope 1 and 2,Market,Measure,120288,tCO2e,120288,tCO2e,,,,UK,
JLP,2024,2023,Scope 1 and 2,Market,Measure,146701,tCO2e,146701,tCO2e,,,,UK,
JLP,2025,2023,Scope 1 and 2,Market,Measure,119286,tCO2e,119286,tCO2e,,,,UK,
JLP,2025,2024,Scope 1 and 2,Market,Measure,111039,tCO2e,111039,tCO2e,,,,UK,
JLP,2025,2024,Scope 1 and 2,Market,Measure,110600,tCO2e,110600,tCO2e,,,,UK,
JLP,2014,2013,Scope 2,Location,Measure,271112,tCO2e,271112,tCO2e,,,,UK,
JLP,2015,2014,Scope 2,Location,Measure,316343,tCO2e,316343,tCO2e,,,,UK,
JLP,2016,2015,Scope 2,Location,Measure,294927,tCO2e,294927,tCO2e,,,,UK,
JLP,2017,2016,Scope 2,Location,Measure,269986,tCO2e,269986,tCO2e,,,,UK,
JLP,2018,2017,Scope 2,Location,Measure,227334,tCO2e,227334,tCO2e,,,,UK,
JLP,2019,2018,Scope 2,Location,Measure,182978,tCO2e,182978,tCO2e,,,,UK,
JLP,2020,2019,Scope 2,Location,Measure,160018,tCO2e,160018,tCO2e,,,,UK,
JLP,2021,2020,Scope 2,Location,Measure,130352,tCO2e,130352,tCO2e,,,,UK,
JLP,2022,2021,Scope 2,Location,Measure,117694,tCO2e,117694,tCO2e,,,,UK,
JLP,2023,2021,Scope 2,Location,Measure,105905,tCO2e,105905,tCO2e,,,,UK,
JLP,2024,2022,Scope 2,Location,Measure,105227,tCO2e,105227,tCO2e,,,,UK,
JLP,2024,2023,Scope 2,Location,Measure,106707,tCO2e,106707,tCO2e,,,,UK,
JLP,2024,2024,Scope 2,Location,Measure,106555,tCO2e,106555,tCO2e,,,,UK,
JLP,2017,2015,Scope 2,Market,Measure,43594,tCO2e,43594,tCO2e,,,,UK,
JLP,2017,2016,Scope 2,Market,Measure,7401,tCO2e,7401,tCO2e,,,,UK,
JLP,2018,2017,Scope 2,Market,Measure,6425,tCO2e,6425,tCO2e,,,,UK,
JLP,2019,2018,Scope 2,Market,Measure,7352,tCO2e,7352,tCO2e,,,,UK,
JLP,2020,2019,Scope 2,Market,Measure,8121,tCO2e,8121,tCO2e,,,,UK,
JLP,2021,2020,Scope 2,Market,Measure,5817,tCO2e,5817,tCO2e,,,,UK,
JLP,2022,2021,Scope 2,Market,Measure,772,tCO2e,772,tCO2e,,,,UK,
JLP,2023,2022,Scope 2,Market,Measure,1394,tCO2e,1394,tCO2e,,,,UK,
JLP,2024,2023,Scope 2,Market,Measure,16402,tCO2e,16402,tCO2e,,,,UK,
JLP,2025,2024,Scope 2,Market,Measure,18447,tCO2e,18447,tCO2e,,,,UK,
JLP,2015,2014,Scope 3,Location,Measure,62294,tCO2e,62294,tCO2e,,,,UK,
JLP,2016,2014,Scope 3,Location,Measure,61438,tCO2e,61438,tCO2e,,,,UK,
JLP,2016,2015,Scope 3,Location,Measure,60778,tCO2e,60778,tCO2e,,,,UK,
JLP,2017,2016,Scope 3,Location,Measure,55901,tCO2e,55901,tCO2e,,,,UK,
JLP,2018,2017,Scope 3,Location,Measure,50510,tCO2e,50510,tCO2e,,,,UK,
JLP,2019,2018,Scope 3,Location,Measure,44373,tCO2e,44373,tCO2e,,,,UK,
JLP,2020,2019,Scope 3,Location,Measure,40478,tCO2e,40478,tCO2e,,,,UK,
JLP,2021,2020,Scope 3,Location,Measure,33534,tCO2e,33534,tCO2e,,,,UK,
JLP,2022,2021,Scope 3,Location,Measure,24436,tCO2e,24436,tCO2e,,,,UK,
JLP,2023,2022,Scope 3,Location,Measure,15211,tCO2e,15211,tCO2e,,,,UK,
JLP,2024,2023,Scope 3,Location,Measure,14876,tCO2e,14876,tCO2e,,,,UK,
JLP,2025,2024,Scope 3,Location,Measure,14428,tCO2e,14428,tCO2e,,,,UK,
LIDL,2021,2020,Scope 1 and 2,Location,Intensity,96.3,kgCO2e/m2 Sales Floor,0.0963,tCO2e/m2 Sales Floor,tCO2e,m2,Sales Floor,UK,
LIDL,2022,2021,Scope 1 and 2,Location,Intensity,74.1,kgCO2e/m2 Sales Floor,0.0741,tCO2e/m2 Sales Floor,tCO2e,m2,Sales Floor,UK,
LIDL,2023,2021,Scope 1 and 2,Location,Intensity,64.5,kgCO2e/m2 Sales Floor,0.0645,tCO2e/m2 Sales Floor,tCO2e,m2,Sales Floor,UK,
LIDL,2024,2021,Scope 1 and 2,Location,Intensity,69.4,kgCO2e/m2 Sales Floor,0.0694,tCO2e/m2 Sales Floor,tCO2e,m2,Sales Floor,UK,
LIDL,2024,2022,Scope 1 and 2,Location,Intensity,67.9,kgCO2e/m2 Sales Floor,0.0679,tCO2e/m2 Sales Floor,tCO2e,m2,Sales Floor,UK,
LIDL,2021,2020,Energy,,Measure,428398,MWh,428.398,GWh,,,,UK,
LIDL,2022,2020,Energy,,Measure,453538,MWh,453.538,GWh,,,,UK,
LIDL,2022,2021,Energy,,Measure,489574,MWh,489.574,GWh,,,,UK,
LIDL,2023,2021,Energy,,Measure,505225,MWh,505.225,GWh,,,,UK,
LIDL,2023,2022,Energy,,Measure,530321,MWh,530.321,GWh,,,,UK,
LIDL,2024,2022,Energy,,Measure,551515,MWh,551.515,GWh,,,,UK,
LIDL,2024,2023,Energy,,Measure,551846,MWh,551.846,GWh,,,,UK,
LIDL,2021,2020,Scope 1,,Measure,21757.971,tCO2e,21757.971,tCO2e,,,,UK,
LIDL,2022,2020,Scope 1,,Measure,21757.972,tCO2e,21757.972,tCO2e,,,,UK,
LIDL,2022,2021,Scope 1,,Measure,19548.551,tCO2e,19548.551,tCO2e,,,,UK,
LIDL,2023,2022,Scope 1,,Measure,14855.981,tCO2e,14855.981,tCO2e,,,,UK,
LIDL,2024,2022,Scope 1,,Measure,14856,tCO2e,14856,tCO2e,,,,UK,
LIDL,2024,2023,Scope 1,,Measure,14343,tCO2e,14343,tCO2e,,,,UK,
LIDL,2021,2020,Scope 1 and 2,Location,Measure,119455.11,tCO2e,119455.11,tCO2e,,,,UK,
LIDL,2022,2020,Scope 1 and 2,Location,Measure,119455.111,tCO2e,119455.111,tCO2e,,,,UK,
LIDL,2022,2021,Scope 1 and 2,Location,Measure,116427.511,tCO2e,116427.511,tCO2e,,,,UK,
LIDL,2023,2021,Scope 1 and 2,Location,Measure,108956.217,tCO2e,108956.217,tCO2e,,,,UK,
LIDL,2024,2022,Scope 1 and 2,Location,Measure,113054,tCO2e,113054,tCO2e,,,,UK,
LIDL,2024,2023,Scope 1 and 2,Location,Measure,119813,tCO2e,119813,tCO2e,,,,UK,
LIDL,2021,2020,Scope 1 and 2,Market,Measure,21757.971,tCO2e,21757.971,tCO2e,,,,UK,
LIDL,2022,2021,Scope 1 and 2,Market,Measure,19548.551,tCO2e,19548.551,tCO2e,,,,UK,
LIDL,2023,2022,Scope 1 and 2,Market,Measure,14855.981,tCO2e,14855.981,tCO2e,,,,UK,
LIDL,2024,2022,Scope 1 and 2,Market,Measure,14856,tCO2e,14856,tCO2e,,,,UK,
LIDL,2024,2023,Scope 1 and 2,Market,Measure,14343,tCO2e,14343,tCO2e,,,,UK,
LIDL,2021,2020,Scope 2,Location,Measure,97697.139,tCO2e,97697.139,tCO2e,,,,UK,
LIDL,2022,2021,Scope 2,Location,Measure,96878.96,tCO2e,96878.96,tCO2e,,,,UK,
LIDL,2023,2022,Scope 2,Location,Measure,94100.236,tCO2e,94100.236,tCO2e,,,,UK,
LIDL,2024,2022,Scope 2,Location,Measure,98198,tCO2e,98198,tCO2e,,,,UK,
LIDL,2024,2023,Scope 2,Location,Measure,105470,tCO2e,105470,tCO2e,,,,UK,
LIDL,2021,2020,Scope 2,Market,Measure,0,tCO2e,0,tCO2e,,,,UK,
LIDL,2022,2021,Scope 2,Market,Measure,0,tCO2e,0,tCO2e,,,,UK,
LIDL,2023,2022,Scope 2,Market,Measure,0,tCO2e,0,tCO2e,,,,UK,
LIDL,2024,2023,Scope 2,Market,Measure,0,tCO2e,0,tCO2e,,,,UK,
M&S,2010,2006,Energy,,Intensity,67.9,KWh/ft2 Sales Floor,6.3081,KWh/m2 Sales Floor,KWh,m2,Sales Floor,UK and Europe,
M&S,2010,2009,Energy,,Intensity,45.8,KWh/ft2 Sales Floor,4.2549,KWh/m2 Sales Floor,KWh,m2,Sales Floor,UK and Europe,
M&S,2011,2010,Energy,,Intensity,52,KWh/ft2 Sales Floor,4.8309,KWh/m2 Sales Floor,KWh,m2,Sales Floor,UK and Europe,
M&S,2012,2011,Energy,,Intensity,49.1,KWh/ft2 Sales Floor,4.5615,KWh/m2 Sales Floor,KWh,m2,Sales Floor,UK and Europe,
M&S,2012,2012,Energy,,Intensity,34,KWh/ft2 Sales Floor,3.1587,KWh/m2 Sales Floor,KWh,m2,Sales Floor,UK and Europe,
M&S,2010,2006,Scope 1 - 3,Location,Intensity,51,tCO2e/1000ft2 Sales Floor,4.738,tCO2e/m2 Sales Floor,tCO2e,m2,Sales Floor,UK and Europe,
M&S,2011,2006,Scope 1 - 3,Location,Intensity,53,tCO2e/1000ft2 Sales Floor,4.9238,tCO2e/m2 Sales Floor,tCO2e,m2,Sales Floor,UK and Europe,
M&S,2010,2009,Scope 1 - 3,Location,Intensity,41,tCO2e/1000ft2 Sales Floor,3.809,tCO2e/m2 Sales Floor,tCO2e,m2,Sales Floor,UK and Europe,
M&S,2011,2010,Scope 1 - 3,Location,Intensity,38,tCO2e/1000ft2 Sales Floor,3.5303,tCO2e/m2 Sales Floor,tCO2e,m2,Sales Floor,UK and Europe,
M&S,2012,2011,Scope 1 - 3,Location,Intensity,27,tCO2e/1000ft2 Sales Floor,2.5084,tCO2e/m2 Sales Floor,tCO2e,m2,Sales Floor,UK and Europe,
M&S,2014,2013,Scope 1 - 3,Location,Intensity,30,tCO2e/1000ft2 Sales Floor,2.7871,tCO2e/m2 Sales Floor,tCO2e,m2,Sales Floor,UK and Europe,
M&S,2015,2014,Scope 1 - 3,Location,Intensity,29,tCO2e/1000ft2 Sales Floor,2.6942,tCO2e/m2 Sales Floor,tCO2e,m2,Sales Floor,UK and Europe,
M&S,2016,2015,Scope 1 - 3,Location,Intensity,29,tCO2e/1000ft2 Sales Floor,2.6942,tCO2e/m2 Sales Floor,tCO2e,m2,Sales Floor,UK and Europe,
M&S,2016,2016,Scope 1 - 3,Location,Intensity,26,tCO2e/1000ft2 Sales Floor,2.4155,tCO2e/m2 Sales Floor,tCO2e,m2,Sales Floor,UK and Europe,
M&S,2018,2016,Scope 1 and 2,Location,Intensity,40,tCO2e/1000ft2 Sales Floor,3.7161,tCO2e/m2 Sales Floor,tCO2e,m2,Sales Floor,UK and Europe,
M&S,2018,2017,Scope 1 and 2,Location,Intensity,23,tCO2e/1000ft2 Sales Floor,2.1368,tCO2e/m2 Sales Floor,tCO2e,m2,Sales Floor,UK and Europe,
M&S,2019,2018,Scope 1 and 2,Location,Intensity,19,tCO2e/1000ft2 Sales Floor,1.7651,tCO2e/m2 Sales Floor,tCO2e,m2,Sales Floor,UK and Europe,
M&S,2020,2019,Scope 1 and 2,Location,Intensity,18,tCO2e/1000ft2 Sales Floor,1.6722,tCO2e/m2 Sales Floor,tCO2e,m2,Sales Floor,UK and Europe,
M&S,2021,2020,Scope 1 and 2,Location,Intensity,17,tCO2e/1000ft2 Sales Floor,1.5793,tCO2e/m2 Sales Floor,tCO2e,m2,Sales Floor,UK and Europe,
M&S,2021,2020,Scope 1 and 2,Location,Intensity,15,tCO2e/1000ft2 Sales Floor,1.3935,tCO2e/m2 Sales Floor,tCO2e,m2,Sales Floor,UK and Europe,
M&S,2022,2021,Scope 1 and 2,Location,Intensity,16,tCO2e/1000ft2 Sales Floor,1.4864,tCO2e/m2 Sales Floor,tCO2e,m2,Sales Floor,UK and Europe,
M&S,2023,2021,Scope 1 and 2,Location,Intensity,18.2,tCO2e/1000ft2 Sales Floor,1.6908,tCO2e/m2 Sales Floor,tCO2e,m2,Sales Floor,UK and Europe,
M&S,2023,2022,Scope 1 and 2,Location,Intensity,17.3,tCO2e/1000ft2 Sales Floor,1.6072,tCO2e/m2 Sales Floor,tCO2e,m2,Sales Floor,UK and Europe,
M&S,2024,2022,Scope 1 and 2,Location,Intensity,18.5,tCO2e/1000ft2 Sales Floor,1.7187,tCO2e/m2 Sales Floor,tCO2e,m2,Sales Floor,UK and Europe,
M&S,2024,2023,Scope 1 and 2,Location,Intensity,18.1,tCO2e/1000ft2 Sales Floor,1.6815,tCO2e/m2 Sales Floor,tCO2e,m2,Sales Floor,UK and Europe,
M&S,2021,2019,Energy,,Measure,827,GWh,827,GWh,,,,UK and Europe,
M&S,2021,2020,Energy,,Measure,787,GWh,787,GWh,,,,UK and Europe,
M&S,2022,2020,Energy,,Measure,1072,GWh,1072,GWh,,,,UK and Europe,
M&S,2022,2021,Energy,,Measure,1132,GWh,1132,GWh,,,,UK and Europe,
M&S,2023,2022,Energy,,Measure,1402,GWh,1402,GWh,,,,UK and Europe,
M&S,2024,2023,Energy,,Measure,1382,GWh,1382,GWh,,,,UK and Europe,
M&S,2019,2006,Scope 1,,Measure,246000,tCO2e,246000,tCO2e,,,,UK and Europe,
M&S,2014,2013,Scope 1,,Measure,169000,tCO2e,169000,tCO2e,,,,UK and Europe,
M&S,2015,2013,Scope 1,,Measure,168000,tCO2e,168000,tCO2e,,,,UK and Europe,
M&S,2015,2014,Scope 1,,Measure,167000,tCO2e,167000,tCO2e,,,,UK and Europe,
M&S,2016,2015,Scope 1,,Measure,182000,tCO2e,182000,tCO2e,,,,UK and Europe,
M&S,2017,2016,Scope 1,,Measure,185000,tCO2e,185000,tCO2e,,,,UK and Europe,
M&S,2018,2017,Scope 1,,Measure,182000,tCO2e,182000,tCO2e,,,,UK and Europe,
M&S,2019,2018,Scope 1,,Measure,167000,tCO2e,167000,tCO2e,,,,UK and Europe,
M&S,2020,2019,Scope 1,,Measure,173000,tCO2e,173000,tCO2e,,,,UK and Europe,
M&S,2021,2019,Scope 1,,Measure,172000,tCO2e,172000,tCO2e,,,,UK,
M&S,2021,2020,Scope 1,,Measure,156000,tCO2e,156000,tCO2e,,,,UK,
M&S,2021,2020,Scope 1,,Measure,157000,tCO2e,157000,tCO2e,,,,UK and Europe,
M&S,2022,2021,Scope 1,,Measure,172000,tCO2e,172000,tCO2e,,,,UK,
M&S,2022,2021,Scope 1,,Measure,174000,tCO2e,174000,tCO2e,,,,UK and Europe,
M&S,2023,2021,Scope 1,,Measure,228000,tCO2e,228000,tCO2e,,,,UK,
M&S,2023,2021,Scope 1,,Measure,234000,tCO2e,234000,tCO2e,,,,UK and Europe,
M&S,2023,2022,Scope 1,,Measure,218000,tCO2e,218000,tCO2e,,,,UK,
M&S,2023,2022,Scope 1,,Measure,226000,tCO2e,226000,tCO2e,,,,UK and Europe,
M&S,2024,2022,Scope 1,,Measure,225000,tCO2e,225000,tCO2e,,,,UK and Europe,
M&S,2024,2023,Scope 1,,Measure,203000,tCO2e,203000,tCO2e,,,,UK,
M&S,2024,2023,Scope 1,,Measure,207000,tCO2e,207000,tCO2e,,,,UK and Europe,
M&S,2007,2005,Scope 1 - 3,,Measure,404000,tCO2e,404000,tCO2e,,,,UK and Europe,
M&S,2007,2006,Scope 1 - 3,,Measure,296000,tCO2e,296000,tCO2e,,,,UK and Europe,
M&S,2008,2006,Scope 1 - 3,,Measure,517000,tCO2e,517000,tCO2e,,,,UK and Europe,
M&S,2012,2006,Scope 1 - 3,,Measure,735000,tCO2e,735000,tCO2e,,,,UK and Europe,
M&S,2008,2007,Scope 1 - 3,,Measure,469000,tCO2e,469000,tCO2e,,,,UK and Europe,
M&S,2009,2007,Scope 1 - 3,,Measure,537000,tCO2e,537000,tCO2e,,,,UK and Europe,
M&S,2009,2008,Scope 1 - 3,,Measure,441000,tCO2e,441000,tCO2e,,,,UK and Europe,
M&S,2013,2008,Scope 1 - 3,,Measure,590000,tCO2e,590000,tCO2e,,,,UK and Europe,
M&S,2014,2008,Scope 1 - 3,,Measure,566000,tCO2e,566000,tCO2e,,,,UK and Europe,
M&S,2015,2014,Scope 1 - 3,,Measure,592000,tCO2e,592000,tCO2e,,,,UK and Europe,
M&S,2016,2015,Scope 1 - 3,,Measure,566000,tCO2e,566000,tCO2e,,,,UK and Europe,
M&S,2017,2015,Scope 1 - 3,,Measure,567000,tCO2e,567000,tCO2e,,,,UK and Europe,
M&S,2017,2016,Scope 1 - 3,,Measure,526000,tCO2e,526000,tCO2e,,,,UK and Europe,
M&S,2019,2006,Scope 1 and 2,Location,Measure,640000,tCO2e,640000,tCO2e,,,,UK and Europe,
M&S,2014,2013,Scope 1 and 2,Location,Measure,508000,tCO2e,508000,tCO2e,,,,UK and Europe,
M&S,2014,2013,Scope 1 and 2,Location,Measure,508000,tCO2e,508000,tCO2e,,,,UK and Europe,
M&S,2015,2014,Scope 1 and 2,Location,Measure,534000,tCO2e,534000,tCO2e,,,,UK and Europe,
M&S,2015,2014,Scope 1 and 2,Location,Measure,534000,tCO2e,534000,tCO2e,,,,UK and Europe,
