"retailer_code","year","kpi","kpi_type","method","unit","unit_neum","unit_denom_1","unit_denom_2","business_scope","value","retailer","new_store","total_store","new_area","total_area","hex"
"JLP",2014,"Scope 1 and 2","Measure","Market","tCO2e","","","","UK",561607,"Waitrose",389,389,481880,481880,"#005300FF"
"JLP",2014,"Scope 2","Intensity","Location","tCO2e/mGBP Sales","tCO2e","mGBP","Sales","UK",53.95,"Waitrose",389,389,481880,481880,"#005300FF"
"JLP",2015,"Scope 2","Intensity","Location","tCO2e/mGBP Sales","tCO2e","mGBP","Sales","UK",50.25,"Waitrose",13,402,19600,501480,"#005300FF"
"JLP",2015,"Scope 1","Measure","Location","tCO2e","","","","UK",203293,"Waitrose",13,402,19600,501480,"#005300FF"
"JLP",2015,"Scope 1 and 2","Measure","Location","tCO2e","","","","UK",499419,"Waitrose",13,402,19600,501480,"#005300FF"
"JLP",2015,"Scope 2","Intensity","Market","tCO2e/mGBP Sales","tCO2e","mGBP","Sales","UK",27.7,"Waitrose",13,402,19600,501480,"#005300FF"
"JLP",2015,"Scope 2","Measure","Location","tCO2e","","","","UK",294927,"Waitrose",13,402,19600,501480,"#005300FF"
"JLP",2015,"Scope 3","Measure","Location","tCO2e","","","","UK",60778,"Waitrose",13,402,19600,501480,"#005300FF"
"JLP",2015,"Scope 1 and 2","Measure","Market","tCO2e","","","","UK",248091,"Waitrose",13,402,19600,501480,"#005300FF"
"JLP",2015,"Scope 2","Measure","Market","tCO2e","","","","UK",43594,"Waitrose",13,402,19600,501480,"#005300FF"
"JLP",2016,"Scope 1","Measure","Location","tCO2e","","","","UK",193796,"Waitrose",11,413,14840,516320,"#005300FF"
"JLP",2016,"Scope 2","Intensity","Location","tCO2e/mGBP Sales","tCO2e","mGBP","Sales","UK",45.7,"Waitrose",11,413,14840,516320,"#005300FF"
"JLP",2016,"Scope 2","Intensity","Market","tCO2e/mGBP Sales","tCO2e","mGBP","Sales","UK",22.6,"Waitrose",11,413,14840,516320,"#005300FF"
"JLP",2016,"Scope 2","Measure","Location","tCO2e","","","","UK",269986,"Waitrose",11,413,14840,516320,"#005300FF"
"JLP",2016,"Scope 3","Measure","Location","tCO2e","","","","UK",55901,"Waitrose",11,413,14840,516320,"#005300FF"
"JLP",2016,"Scope 1 and 2","Measure","Market","tCO2e","","","","UK",201197,"Waitrose",11,413,14840,516320,"#005300FF"
"JLP",2016,"Scope 2","Measure","Market","tCO2e","","","","UK",7401,"Waitrose",11,413,14840,516320,"#005300FF"
"JLP",2016,"Scope 1 and 2","Measure","Location","tCO2e","","","","UK",463782,"Waitrose",11,413,14840,516320,"#005300FF"
"JLP",2017,"Scope 1 and 2","Measure","Location","tCO2e","","","","UK",403945,"Waitrose",7,420,6440,522760,"#005300FF"
"JLP",2017,"Scope 1 and 2","Measure","Market","tCO2e","","","","UK",183036,"Waitrose",7,420,6440,522760,"#005300FF"
"JLP",2017,"Scope 1","Measure","Location","tCO2e","","","","UK",176611,"Waitrose",7,420,6440,522760,"#005300FF"
"JLP",2017,"Scope 2","Intensity","Market","tCO2e/mGBP Sales","tCO2e","mGBP","Sales","UK",19.9,"Waitrose",7,420,6440,522760,"#005300FF"
"JLP",2017,"Scope 2","Measure","Location","tCO2e","","","","UK",227334,"Waitrose",7,420,6440,522760,"#005300FF"
"JLP",2017,"Scope 2","Intensity","Location","tCO2e/mGBP Sales","tCO2e","mGBP","Sales","UK",39.3,"Waitrose",7,420,6440,522760,"#005300FF"
"JLP",2017,"Scope 3","Measure","Location","tCO2e","","","","UK",50510,"Waitrose",7,420,6440,522760,"#005300FF"
"JLP",2017,"Scope 2","Measure","Market","tCO2e","","","","UK",6425,"Waitrose",7,420,6440,522760,"#005300FF"
"JLP",2018,"Scope 2","Measure","Location","tCO2e","","","","UK",182978,"Waitrose",3,423,4340,527100,"#005300FF"
"JLP",2018,"Scope 2","Measure","Market","tCO2e","","","","UK",7352,"Waitrose",3,423,4340,527100,"#005300FF"
"JLP",2018,"Scope 2","Intensity","Market","tCO2e/mGBP Sales","tCO2e","mGBP","Sales","UK",19,"Waitrose",3,423,4340,527100,"#005300FF"
"JLP",2018,"Scope 1","Measure","Location","tCO2e","","","","UK",168029,"Waitrose",3,423,4340,527100,"#005300FF"
"JLP",2018,"Scope 1 and 2","Measure","Location","tCO2e","","","","UK",351007,"Waitrose",3,423,4340,527100,"#005300FF"
"JLP",2018,"Scope 2","Intensity","Location","tCO2e/mGBP Sales","tCO2e","mGBP","Sales","UK",34.2,"Waitrose",3,423,4340,527100,"#005300FF"
"JLP",2018,"Energy","Measure",NA,"GWh","","","","UK",128.041,"Waitrose",3,423,4340,527100,"#005300FF"
"JLP",2018,"Scope 1 and 2","Measure","Market","tCO2e","","","","UK",175381,"Waitrose",3,423,4340,527100,"#005300FF"
"JLP",2018,"Scope 3","Measure","Location","tCO2e","","","","UK",44373,"Waitrose",3,423,4340,527100,"#005300FF"
"JLP",2019,"Scope 1","Measure","Location","tCO2e","","","","UK",156755,"Waitrose",0,423,0,527100,"#005300FF"
"JLP",2019,"Scope 1 and 2","Measure","Location","tCO2e","","","","UK",316773,"Waitrose",0,423,0,527100,"#005300FF"
"JLP",2019,"Scope 2","Intensity","Market","tCO2e/mGBP Sales","tCO2e","mGBP","Sales","UK",17.7,"Waitrose",0,423,0,527100,"#005300FF"
"JLP",2019,"Scope 2","Measure","Location","tCO2e","","","","UK",160018,"Waitrose",0,423,0,527100,"#005300FF"
"JLP",2019,"Scope 2","Measure","Market","tCO2e","","","","UK",8121,"Waitrose",0,423,0,527100,"#005300FF"
"JLP",2019,"Scope 3","Measure","Location","tCO2e","","","","UK",40478,"Waitrose",0,423,0,527100,"#005300FF"
"JLP",2019,"Scope 1 and 2","Measure","Market","tCO2e","","","","UK",164876,"Waitrose",0,423,0,527100,"#005300FF"
"JLP",2019,"Scope 2","Intensity","Location","tCO2e/mGBP Sales","tCO2e","mGBP","Sales","UK",30.9,"Waitrose",0,423,0,527100,"#005300FF"
"JLP",2020,"Scope 2","Intensity","Location","tCO2e/mGBP Sales","tCO2e","mGBP","Sales","UK",25.5,"Waitrose",0,423,0,527100,"#005300FF"
"JLP",2020,"Scope 1","Measure","Market","tCO2e","","","","UK",NA,"Waitrose",0,423,0,527100,"#005300FF"
"JLP",2020,"Scope 1 and 2","Measure","Location","tCO2e","","","","UK",271430,"Waitrose",0,423,0,527100,"#005300FF"
"JLP",2020,"Scope 1 and 2","Measure","Market","tCO2e","","","","UK",146895,"Waitrose",0,423,0,527100,"#005300FF"
"JLP",2020,"Scope 2","Measure","Location","tCO2e","","","","UK",130352,"Waitrose",0,423,0,527100,"#005300FF"
"JLP",2020,"Scope 2","Measure","Market","tCO2e","","","","UK",5817,"Waitrose",0,423,0,527100,"#005300FF"
"JLP",2020,"Scope 1","Measure","Location","tCO2e","","","","UK",141417,"Waitrose",0,423,0,527100,"#005300FF"
"JLP",2020,"Scope 2","Intensity","Market","tCO2e/mGBP Sales","tCO2e","mGBP","Sales","UK",15,"Waitrose",0,423,0,527100,"#005300FF"
"JLP",2020,"Scope 3","Measure","Location","tCO2e","","","","UK",33534,"Waitrose",0,423,0,527100,"#005300FF"
"JLP",2021,"Scope 2","Measure","Location","tCO2e","","","","UK",111799.5,"Waitrose",0,423,0,527100,"#005300FF"
"JLP",2021,"Scope 2","Measure","Market","tCO2e","","","","UK",772,"Waitrose",0,423,0,527100,"#005300FF"
"JLP",2021,"Scope 3","Measure","Location","tCO2e","","","","UK",24436,"Waitrose",0,423,0,527100,"#005300FF"
"JLP",2021,"Scope 1","Measure","Market","tCO2e","","","","UK",135704,"Waitrose",0,423,0,527100,"#005300FF"
"JLP",2021,"Scope 1 and 2","Measure","Location","tCO2e","","","","UK",254586,"Waitrose",0,423,0,527100,"#005300FF"
"JLP",2021,"Scope 1 and 2","Measure","Market","tCO2e","","","","UK",137664,"Waitrose",0,423,0,527100,"#005300FF"
"JLP",2021,"Scope 2","Intensity","Market","tCO2e/mGBP Sales","tCO2e","mGBP","Sales","UK",12.6,"Waitrose",0,423,0,527100,"#005300FF"
"JLP",2021,"Scope 1","Measure","Location","tCO2e","","","","UK",138080,"Waitrose",0,423,0,527100,"#005300FF"
"JLP",2021,"Scope 2","Intensity","Location","tCO2e/mGBP Sales","tCO2e","mGBP","Sales","UK",22,"Waitrose",0,423,0,527100,"#005300FF"
"JLP",2022,"Scope 1","Measure","Location","tCO2e","","","","UK",121103.5,"Waitrose",0,423,0,527100,"#005300FF"
"JLP",2022,"Scope 1 and 2","Measure","Location","tCO2e","","","","UK",226710,"Waitrose",0,423,0,527100,"#005300FF"
"JLP",2022,"Energy","Measure",NA,"GWh","","","","UK",112.8248,"Waitrose",0,423,0,527100,"#005300FF"
"JLP",2022,"Scope 2","Intensity","Market","tCO2e/mGBP Sales","tCO2e","mGBP","Sales","UK",11.25,"Waitrose",0,423,0,527100,"#005300FF"
"JLP",2022,"Scope 2","Measure","Location","tCO2e","","","","UK",105227,"Waitrose",0,423,0,527100,"#005300FF"
"JLP",2022,"Scope 2","Measure","Market","tCO2e","","","","UK",1394,"Waitrose",0,423,0,527100,"#005300FF"
"JLP",2022,"Scope 3","Measure","Location","tCO2e","","","","UK",15211,"Waitrose",0,423,0,527100,"#005300FF"
"JLP",2022,"Scope 2","Intensity","Location","tCO2e/mGBP Sales","tCO2e","mGBP","Sales","UK",19.75,"Waitrose",0,423,0,527100,"#005300FF"
"JLP",2022,"Scope 1 and 2","Measure","Market","tCO2e","","","","UK",122536,"Waitrose",0,423,0,527100,"#005300FF"
"JLP",2023,"Scope 1 and 2","Measure","Location","tCO2e","","","","UK",210006,"Waitrose",0,423,0,527100,"#005300FF"
"JLP",2023,"Scope 1 and 2","Measure","Market","tCO2e","","","","UK",132993.5,"Waitrose",0,423,0,527100,"#005300FF"
"JLP",2023,"Scope 1","Measure","Location","tCO2e","","","","UK",103299,"Waitrose",0,423,0,527100,"#005300FF"
"JLP",2023,"Scope 2","Intensity","Market","tCO2e/mGBP Sales","tCO2e","mGBP","Sales","UK",10.85,"Waitrose",0,423,0,527100,"#005300FF"
"JLP",2023,"Scope 2","Measure","Location","tCO2e","","","","UK",106707,"Waitrose",0,423,0,527100,"#005300FF"
"JLP",2023,"Energy","Measure",NA,"GWh","","","","UK",112.8248,"Waitrose",0,423,0,527100,"#005300FF"
"JLP",2023,"Scope 2","Intensity","Location","tCO2e/mGBP Sales","tCO2e","mGBP","Sales","UK",18.1,"Waitrose",0,423,0,527100,"#005300FF"
"JLP",2023,"Scope 3","Measure","Location","tCO2e","","","","UK",14876,"Waitrose",0,423,0,527100,"#005300FF"
"JLP",2023,"Scope 2","Measure","Market","tCO2e","","","","UK",16402,"Waitrose",0,423,0,527100,"#005300FF"
"JLP",2024,"Scope 1 and 2","Measure","Location","tCO2e","","","","UK",199147,"Waitrose",1,424,140,527240,"#005300FF"
"JLP",2024,"Scope 1 and 2","Measure","Market","tCO2e","","","","UK",110819.5,"Waitrose",1,424,140,527240,"#005300FF"
"JLP",2024,"Scope 2","Measure","Market","tCO2e","","","","UK",18447,"Waitrose",1,424,140,527240,"#005300FF"
"JLP",2024,"Scope 2","Measure","Location","tCO2e","","","","UK",106555,"Waitrose",1,424,140,527240,"#005300FF"
"JLP",2024,"Scope 2","Intensity","Location","tCO2e/mGBP Sales","tCO2e","mGBP","Sales","UK",16.7,"Waitrose",1,424,140,527240,"#005300FF"
"JLP",2024,"Scope 3","Measure","Location","tCO2e","","","","UK",14428,"Waitrose",1,424,140,527240,"#005300FF"
"JLP",2024,"Energy","Measure",NA,"GWh","","","","UK",109.2061,"Waitrose",1,424,140,527240,"#005300FF"
"JLP",2024,"Scope 2","Intensity","Market","tCO2e/mGBP Sales","tCO2e","mGBP","Sales","UK",9.85,"Waitrose",1,424,140,527240,"#005300FF"
"LIDL",2020,"Scope 1","Measure","Location","tCO2e","","","","UK",21757.9715,"Lidl",59,835,49560,717780,"#B1CC71FF"
"LIDL",2020,"Scope 1 and 2","Measure","Location","tCO2e","","","","UK",119455.1105,"Lidl",59,835,49560,717780,"#B1CC71FF"
"LIDL",2020,"Scope 1 and 2","Measure","Market","tCO2e","","","","UK",21757.971,"Lidl",59,835,49560,717780,"#B1CC71FF"
"LIDL",2020,"Energy","Measure",NA,"GWh","","","","UK",440.968,"Lidl",59,835,49560,717780,"#B1CC71FF"
"LIDL",2020,"Scope 2","Measure","Market","tCO2e","","","","UK",0,"Lidl",59,835,49560,717780,"#B1CC71FF"
"LIDL",2020,"Scope 1 and 2","Intensity","Location","tCO2e/m2 Sales Floor","tCO2e","m2","Sales Floor","UK",0.0963,"Lidl",59,835,49560,717780,"#B1CC71FF"
"LIDL",2020,"Scope 2","Measure","Location","tCO2e","","","","UK",97697.139,"Lidl",59,835,49560,717780,"#B1CC71FF"
"LIDL",2021,"Scope 2","Measure","Market","tCO2e","","","","UK",0,"Lidl",65,900,54600,772380,"#B1CC71FF"
"LIDL",2021,"Scope 1 and 2","Intensity","Location","tCO2e/m2 Sales Floor","tCO2e","m2","Sales Floor","UK",0.0693333333333333,"Lidl",65,900,54600,772380,"#B1CC71FF"
"LIDL",2021,"Scope 2","Measure","Location","tCO2e","","","","UK",96878.96,"Lidl",65,900,54600,772380,"#B1CC71FF"
"LIDL",2021,"Scope 1","Measure","Location","tCO2e","","","","UK",19548.551,"Lidl",65,900,54600,772380,"#B1CC71FF"
"LIDL",2021,"Energy","Measure",NA,"GWh","","","","UK",497.3995,"Lidl",65,900,54600,772380,"#B1CC71FF"
"LIDL",2021,"Scope 1 and 2","Measure","Location","tCO2e","","","","UK",112691.864,"Lidl",65,900,54600,772380,"#B1CC71FF"
"LIDL",2021,"Scope 1 and 2","Measure","Market","tCO2e","","","","UK",19548.551,"Lidl",65,900,54600,772380,"#B1CC71FF"
"LIDL",2022,"Energy","Measure",NA,"GWh","","","","UK",540.918,"Lidl",62,962,52080,824460,"#B1CC71FF"
"LIDL",2022,"Scope 1 and 2","Intensity","Location","tCO2e/m2 Sales Floor","tCO2e","m2","Sales Floor","UK",0.0679,"Lidl",62,962,52080,824460,"#B1CC71FF"
"LIDL",2022,"Scope 1 and 2","Measure","Location","tCO2e","","","","UK",113054,"Lidl",62,962,52080,824460,"#B1CC71FF"
"LIDL",2022,"Scope 2","Measure","Market","tCO2e","","","","UK",0,"Lidl",62,962,52080,824460,"#B1CC71FF"
"LIDL",2022,"Scope 1","Measure","Location","tCO2e","","","","UK",14855.9905,"Lidl",62,962,52080,824460,"#B1CC71FF"
"LIDL",2022,"Scope 2","Measure","Location","tCO2e","","","","UK",96149.118,"Lidl",62,962,52080,824460,"#B1CC71FF"
"LIDL",2022,"Scope 1 and 2","Measure","Market","tCO2e","","","","UK",14855.9905,"Lidl",62,962,52080,824460,"#B1CC71FF"
"LIDL",2023,"Scope 2","Measure","Market","tCO2e","","","","UK",0,"Lidl",24,986,21420,845880,"#B1CC71FF"
"LIDL",2023,"Scope 1","Measure","Location","tCO2e","","","","UK",14343,"Lidl",24,986,21420,845880,"#B1CC71FF"
"LIDL",2023,"Energy","Measure",NA,"GWh","","","","UK",551.846,"Lidl",24,986,21420,845880,"#B1CC71FF"
"LIDL",2023,"Scope 2","Measure","Location","tCO2e","","","","UK",105470,"Lidl",24,986,21420,845880,"#B1CC71FF"
"LIDL",2023,"Scope 1 and 2","Measure","Location","tCO2e","","","","UK",119813,"Lidl",24,986,21420,845880,"#B1CC71FF"
"LIDL",2023,"Scope 1 and 2","Measure","Market","tCO2e","","","","UK",14343,"Lidl",24,986,21420,845880,"#B1CC71FF"
"M&S",2014,"Scope 1","Measure","Location","tCO2e","","","","UK and Europe",167000,"Marks and Spencer",651,651,462980,462980,"#808080"
"M&S",2014,"Scope 1 - 3","Measure","Location","tCO2e","","","","UK and Europe",592000,"Marks and Spencer",651,651,462980,462980,"#808080"
"M&S",2014,"Scope 1 and 2","Measure","Location","tCO2e","","","","UK and Europe",534000,"Marks and Spencer",651,651,462980,462980,"#808080"
"M&S",2014,"Scope 3","Measure","Location","tCO2e","","","","UK and Europe",58000,"Marks and Spencer",651,651,462980,462980,"#808080"
"M&S",2014,"Scope 2","Measure","Location","tCO2e","","","","UK and Europe",367000,"Marks and Spencer",651,651,462980,462980,"#808080"
"M&S",2014,"Scope 1 - 3","Intensity","Location","tCO2e/m2 Sales Floor","tCO2e","m2","Sales Floor","UK and Europe",2.6942,"Marks and Spencer",651,651,462980,462980,"#808080"
"M&S",2015,"Scope 1 - 3","Measure","Location","tCO2e","","","","UK and Europe",566500,"Marks and Spencer",32,683,24220,487200,"#808080"
"M&S",2015,"Scope 2","Measure","Market","tCO2e","","","","UK and Europe",266000,"Marks and Spencer",32,683,24220,487200,"#808080"
"M&S",2015,"Scope 3","Measure","Location","tCO2e","","","","UK and Europe",56000,"Marks and Spencer",32,683,24220,487200,"#808080"
"M&S",2015,"Scope 1","Measure","Location","tCO2e","","","","UK and Europe",182000,"Marks and Spencer",32,683,24220,487200,"#808080"
"M&S",2015,"Scope 1 and 2","Measure","Location","tCO2e","","","","UK and Europe",510000,"Marks and Spencer",32,683,24220,487200,"#808080"
"M&S",2015,"Scope 1 and 2","Measure","Market","tCO2e","","","","UK and Europe",448000,"Marks and Spencer",32,683,24220,487200,"#808080"
"M&S",2015,"Scope 1 - 3","Intensity","Location","tCO2e/m2 Sales Floor","tCO2e","m2","Sales Floor","UK and Europe",2.6942,"Marks and Spencer",32,683,24220,487200,"#808080"
"M&S",2015,"Scope 2","Measure","Location","tCO2e","","","","UK and Europe",328000,"Marks and Spencer",32,683,24220,487200,"#808080"
"M&S",2016,"Scope 1","Measure","Location","tCO2e","","","","UK and Europe",185000,"Marks and Spencer",125,808,51800,539000,"#808080"
"M&S",2016,"Scope 1 - 3","Measure","Location","tCO2e","","","","UK and Europe",526000,"Marks and Spencer",125,808,51800,539000,"#808080"
"M&S",2016,"Scope 1 and 2","Intensity","Location","tCO2e/m2 Sales Floor","tCO2e","m2","Sales Floor","UK and Europe",3.7161,"Marks and Spencer",125,808,51800,539000,"#808080"
"M&S",2016,"Scope 1 - 3","Intensity","Location","tCO2e/m2 Sales Floor","tCO2e","m2","Sales Floor","UK and Europe",2.4155,"Marks and Spencer",125,808,51800,539000,"#808080"
"M&S",2016,"Scope 2","Measure","Location","tCO2e","","","","UK and Europe",239000,"Marks and Spencer",125,808,51800,539000,"#808080"
"M&S",2016,"Scope 2","Measure","Market","tCO2e","","","","UK and Europe",221000,"Marks and Spencer",125,808,51800,539000,"#808080"
"M&S",2016,"Scope 3","Measure","Location","tCO2e","","","","UK and Europe",48000,"Marks and Spencer",125,808,51800,539000,"#808080"
"M&S",2016,"Scope 1 and 2","Measure","Location","tCO2e","","","","UK and Europe",532000,"Marks and Spencer",125,808,51800,539000,"#808080"
"M&S",2016,"Scope 1 and 2","Measure","Market","tCO2e","","","","UK and Europe",514000,"Marks and Spencer",125,808,51800,539000,"#808080"
"M&S",2017,"Scope 1 and 2","Measure","Market","tCO2e","","","","UK and Europe",157000,"Marks and Spencer",75,883,40740,579740,"#808080"
"M&S",2017,"Scope 2","Measure","Location","tCO2e","","","","UK and Europe",248000,"Marks and Spencer",75,883,40740,579740,"#808080"
"M&S",2017,"Scope 1 and 2","Intensity","Location","tCO2e/m2 Sales Floor","tCO2e","m2","Sales Floor","UK and Europe",2.1368,"Marks and Spencer",75,883,40740,579740,"#808080"
"M&S",2017,"Scope 1 and 2","Measure","Location","tCO2e","","","","UK and Europe",430000,"Marks and Spencer",75,883,40740,579740,"#808080"
"M&S",2017,"Scope 1","Measure","Location","tCO2e","","","","UK and Europe",182000,"Marks and Spencer",75,883,40740,579740,"#808080"
"M&S",2017,"Scope 2","Measure","Market","tCO2e","","","","UK and Europe",157000,"Marks and Spencer",75,883,40740,579740,"#808080"
"M&S",2018,"Scope 1","Measure","Location","tCO2e","","","","UK and Europe",167000,"Marks and Spencer",41,924,22400,602140,"#808080"
"M&S",2018,"Scope 1 and 2","Intensity","Location","tCO2e/m2 Sales Floor","tCO2e","m2","Sales Floor","UK and Europe",1.7651,"Marks and Spencer",41,924,22400,602140,"#808080"
"M&S",2018,"Scope 2","Measure","Location","tCO2e","","","","UK and Europe",193000,"Marks and Spencer",41,924,22400,602140,"#808080"
"M&S",2018,"Scope 2","Measure","Market","tCO2e","","","","UK and Europe",158000,"Marks and Spencer",41,924,22400,602140,"#808080"
"M&S",2018,"Scope 1 and 2","Measure","Location","tCO2e","","","","UK and Europe",360000,"Marks and Spencer",41,924,22400,602140,"#808080"
"M&S",2018,"Scope 1 and 2","Measure","Market","tCO2e","","","","UK and Europe",158000,"Marks and Spencer",41,924,22400,602140,"#808080"
"M&S",2019,"Scope 2","Measure","Location","tCO2e","","","","UK",154000,"Marks and Spencer",31,955,18900,621040,"#808080"
"M&S",2019,"Scope 1 and 2","Measure","Market","tCO2e","","","","UK",183000,"Marks and Spencer",31,955,18900,621040,"#808080"
"M&S",2019,"Energy","Measure",NA,"GWh","","","","UK and Europe",827,"Marks and Spencer",31,955,18900,621040,"#808080"
"M&S",2019,"Scope 1 and 2","Intensity","Location","tCO2e/m2 Sales Floor","tCO2e","m2","Sales Floor","UK and Europe",1.6722,"Marks and Spencer",31,955,18900,621040,"#808080"
"M&S",2019,"Scope 1 and 2","Measure","Location","tCO2e","","","","UK",325000,"Marks and Spencer",31,955,18900,621040,"#808080"
"M&S",2019,"Scope 1","Measure","Location","tCO2e","","","","UK",172000,"Marks and Spencer",31,955,18900,621040,"#808080"
"M&S",2019,"Scope 2","Measure","Market","tCO2e","","","","UK",183000,"Marks and Spencer",31,955,18900,621040,"#808080"
"M&S",2020,"Energy","Measure",NA,"GWh","","","","UK and Europe",929.5,"Marks and Spencer",17,972,14700,635740,"#808080"
"M&S",2020,"Scope 1","Measure","Location","tCO2e","","","","UK",156000,"Marks and Spencer",17,972,14700,635740,"#808080"
"M&S",2020,"Scope 1 and 2","Measure","Market","tCO2e","","","","UK",164000,"Marks and Spencer",17,972,14700,635740,"#808080"
"M&S",2020,"Scope 2","Measure","Location","tCO2e","","","","UK",129000,"Marks and Spencer",17,972,14700,635740,"#808080"
"M&S",2020,"Scope 2","Measure","Market","tCO2e","","","","UK",164500,"Marks and Spencer",17,972,14700,635740,"#808080"
"M&S",2020,"Scope 1 and 2","Intensity","Location","tCO2e/m2 Sales Floor","tCO2e","m2","Sales Floor","UK and Europe",1.4864,"Marks and Spencer",17,972,14700,635740,"#808080"
"M&S",2020,"Scope 1 and 2","Measure","Location","tCO2e","","","","UK",285000,"Marks and Spencer",17,972,14700,635740,"#808080"
"M&S",2021,"Scope 1 and 2","Intensity","Location","tCO2e/m2 Sales Floor","tCO2e","m2","Sales Floor","UK and Europe",1.5886,"Marks and Spencer",23,995,6580,642320,"#808080"
"M&S",2021,"Scope 2","Measure","Location","tCO2e","","","","UK",122000,"Marks and Spencer",23,995,6580,642320,"#808080"
"M&S",2021,"Energy","Measure",NA,"GWh","","","","UK and Europe",1132,"Marks and Spencer",23,995,6580,642320,"#808080"
"M&S",2021,"Scope 1 and 2","Measure","Location","tCO2e","","","","UK",322000,"Marks and Spencer",23,995,6580,642320,"#808080"
"M&S",2021,"Scope 1 and 2","Measure","Market","tCO2e","","","","UK",200500,"Marks and Spencer",23,995,6580,642320,"#808080"
"M&S",2021,"Scope 1","Measure","Location","tCO2e","","","","UK",2e+05,"Marks and Spencer",23,995,6580,642320,"#808080"
"M&S",2021,"Scope 2","Measure","Market","tCO2e","","","","UK",124000,"Marks and Spencer",23,995,6580,642320,"#808080"
"M&S",2022,"Energy","Measure",NA,"GWh","","","","UK and Europe",1402,"Marks and Spencer",17,1012,18480,660800,"#808080"
"M&S",2022,"Scope 1","Measure","Location","tCO2e","","","","UK",218000,"Marks and Spencer",17,1012,18480,660800,"#808080"
"M&S",2022,"Scope 1 and 2","Measure","Market","tCO2e","","","","UK",219000,"Marks and Spencer",17,1012,18480,660800,"#808080"
"M&S",2022,"Scope 2","Measure","Location","tCO2e","","","","UK",113000,"Marks and Spencer",17,1012,18480,660800,"#808080"
"M&S",2022,"Scope 2","Measure","Market","tCO2e","","","","UK and Europe",68500,"Marks and Spencer",17,1012,18480,660800,"#808080"
"M&S",2022,"Scope 1 and 2","Intensity","Location","tCO2e/m2 Sales Floor","tCO2e","m2","Sales Floor","UK and Europe",1.66295,"Marks and Spencer",17,1012,18480,660800,"#808080"
"M&S",2022,"Scope 1 and 2","Measure","Location","tCO2e","","","","UK",337333.333333333,"Marks and Spencer",17,1012,18480,660800,"#808080"
"M&S",2023,"Scope 1 and 2","Measure","Location","tCO2e","","","","UK",323000,"Marks and Spencer",17,1029,25760,686560,"#808080"
"M&S",2023,"Scope 1 and 2","Measure","Market","tCO2e","","","","UK",407000,"Marks and Spencer",17,1029,25760,686560,"#808080"
"M&S",2023,"Scope 1","Measure","Location","tCO2e","","","","UK",203000,"Marks and Spencer",17,1029,25760,686560,"#808080"
"M&S",2023,"Scope 1 and 2","Intensity","Location","tCO2e/m2 Sales Floor","tCO2e","m2","Sales Floor","UK and Europe",1.6815,"Marks and Spencer",17,1029,25760,686560,"#808080"
"M&S",2023,"Scope 2","Measure","Market","tCO2e","","","","UK and Europe",233000,"Marks and Spencer",17,1029,25760,686560,"#808080"
"M&S",2023,"Energy","Measure",NA,"GWh","","","","UK and Europe",1382,"Marks and Spencer",17,1029,25760,686560,"#808080"
"M&S",2023,"Scope 2","Measure","Location","tCO2e","","","","UK",120000,"Marks and Spencer",17,1029,25760,686560,"#808080"
"MORR",2017,"Energy","Measure",NA,"GWh","","","","UK",2717.487,"Morrisons",0,477,0,1117760,"#02AD24FF"
"MORR",2017,"Scope 1 and 2","Measure","Location","tCO2e","","","","UK",967461.5,"Morrisons",0,477,0,1117760,"#02AD24FF"
"MORR",2017,"Scope 2","Measure","Location","tCO2e","","","","UK",479959.5,"Morrisons",0,477,0,1117760,"#02AD24FF"
"MORR",2017,"Scope 1","Measure","Location","tCO2e","","","","UK",471598.666666667,"Morrisons",0,477,0,1117760,"#02AD24FF"
"MORR",2017,"Scope 1 and 2","Intensity","Location","tCO2e/m2 GIA","tCO2e","m2","GIA","UK",0.3113158625,"Morrisons",0,477,0,1117760,"#02AD24FF"
"MORR",2018,"Energy","Measure",NA,"GWh","","","","UK",2592.286,"Morrisons",3,480,5040,1122800,"#02AD24FF"
"MORR",2018,"Scope 2","Measure","Location","tCO2e","","","","UK",377755.5,"Morrisons",3,480,5040,1122800,"#02AD24FF"
"MORR",2018,"Scope 1 and 2","Intensity","Location","tCO2e/m2 GIA","tCO2e","m2","GIA","UK",0.257161072,"Morrisons",3,480,5040,1122800,"#02AD24FF"
"MORR",2018,"Scope 1 and 2","Measure","Location","tCO2e","","","","UK",812381,"Morrisons",3,480,5040,1122800,"#02AD24FF"
"MORR",2018,"Scope 1","Measure","Location","tCO2e","","","","UK",429459,"Morrisons",3,480,5040,1122800,"#02AD24FF"
"MORR",2019,"Energy","Measure",NA,"GWh","","","","UK",1804.466875,"Morrisons",3,483,7000,1129800,"#02AD24FF"
"MORR",2019,"Scope 2","Measure","Market","tCO2e","","","","UK",404395,"Morrisons",3,483,7000,1129800,"#02AD24FF"
"MORR",2019,"Scope 1 - 3","Measure","Market","tCO2e","","","","UK",747733,"Morrisons",3,483,7000,1129800,"#02AD24FF"
"MORR",2019,"Scope 3","Measure","Location","tCO2e","","","","UK",912,"Morrisons",3,483,7000,1129800,"#02AD24FF"
"MORR",2019,"Scope 1 - 3","Measure","Location","tCO2e","","","","UK",636410,"Morrisons",3,483,7000,1129800,"#02AD24FF"
