"Retailer_Id","Year","KPI","KPI_Type","Method","Unit","Unit_Neum","Unit_Denom_1","Unit_Denom_2","Business_Scope","Value","New_Area","Total_Area","New_Store","Total_Store","Intensity"
"MORR",2021,"Scope 1 and 2","Measure","Market","tCO2e","","","","UK",792902,21560,1177960,121,728,0.673114536996163
"MORR",2021,"Energy","Measure",NA,"GWh","","","","UK",2390.388,21560,1177960,121,728,0.00202926075588305
"MORR",2021,"Scope 1 - 3","Measure","Market","tCO2e","","","","UK",793630,21560,1177960,121,728,0.673732554585894
"MORR",2021,"Scope 2","Measure","Market","tCO2e","","","","UK",434963,21560,1177960,121,728,0.369251078135081
"MORR",2022,"Scope 1 and 2","Measure","Location","tCO2e","","","","UK",448865,23520,1201480,163,891,0.373593401471518
"MORR",2022,"Energy","Measure",NA,"GWh","","","","UK",2122.7457,23520,1201480,163,891,0.00176677572660386
"MORR",2022,"Scope 1 and 2","Measure","Market","tCO2e","","","","UK",792311,23520,1201480,163,891,0.659445850118188
"MORR",2022,"Scope 2","Measure","Location","tCO2e","","","","UK",221209,23520,1201480,163,891,0.184113759696374
"MORR",2022,"Scope 1","Measure",NA,"tCO2e","","","","UK",277651,23520,1201480,163,891,0.231090821320372
"MORR",2022,"Scope 2","Measure","Market","tCO2e","","","","UK",455505,23520,1201480,163,891,0.379119918766854
"MORR",2022,"Scope 3","Measure","Location","tCO2e","","","","UK",2493.5,23520,1201480,163,891,0.00207535705962646
"MORR",2022,"Scope 1 - 3","Measure","Market","tCO2e","","","","UK",794642,23520,1201480,163,891,0.661385957319306
"MORR",2022,"Scope 1 - 3","Measure","Location","tCO2e","","","","UK",274353.5,23520,1201480,163,891,0.228346289576189
"MORR",2023,"Scope 1 and 2","Measure","Location","tCO2e","","","","UK",418962,54320,1255800,364,1255,0.333621595795509
"MORR",2023,"Energy","Measure",NA,"GWh","","","","UK",1849.3741,54320,1255800,364,1255,0.00147266610925307
"MORR",2023,"Scope 1","Measure",NA,"tCO2e","","","","UK",195846,54320,1255800,364,1255,0.155953177257525
"MORR",2023,"Scope 1 - 3","Measure","Location","tCO2e","","","","UK",419791,54320,1255800,364,1255,0.334281732759994
"MORR",2023,"Scope 2","Measure","Location","tCO2e","","","","UK",223116,54320,1255800,364,1255,0.177668418537984
"MORR",2023,"Scope 3","Measure","Location","tCO2e","","","","UK",829,54320,1255800,364,1255,0.000660136964484791
"OCADO",2012,"Scope 1","Measure",NA,"tCO2e","","","","UK",39530,NA,NA,NA,NA,NA
"OCADO",2012,"Scope 1 and 2","Measure","Location","tCO2e","","","","UK",61143,NA,NA,NA,NA,NA
"OCADO",2012,"Scope 2","Measure","Location","tCO2e","","","","UK",21613,NA,NA,NA,NA,NA
"OCADO",2013,"Scope 1 and 2","Measure","Location","tCO2e","","","","UK",76691,NA,NA,NA,NA,NA
"OCADO",2013,"Scope 1","Measure",NA,"tCO2e","","","","UK",50198,NA,NA,NA,NA,NA
"OCADO",2013,"Scope 2","Measure","Location","tCO2e","","","","UK",26493,NA,NA,NA,NA,NA
"OCADO",2014,"Scope 1","Measure",NA,"tCO2e","","","","UK",63151,NA,NA,NA,NA,NA
"OCADO",2014,"Scope 2","Measure","Location","tCO2e","","","","UK",28602,NA,NA,NA,NA,NA
"OCADO",2014,"Scope 1 and 2","Measure","Location","tCO2e","","","","UK",91753,NA,NA,NA,NA,NA
"OCADO",2015,"Scope 2","Measure","Location","tCO2e","","","","UK",28675,NA,NA,NA,NA,NA
"OCADO",2015,"Scope 1 and 2","Measure","Location","tCO2e","","","","UK",102809,NA,NA,NA,NA,NA
"OCADO",2015,"Scope 1","Measure",NA,"tCO2e","","","","UK",74134,NA,NA,NA,NA,NA
"OCADO",2016,"Scope 1 and 2","Measure","Location","tCO2e","","","","UK",110575,NA,NA,NA,NA,NA
"OCADO",2016,"Scope 1","Measure",NA,"tCO2e","","","","UK",82305,NA,NA,NA,NA,NA
"OCADO",2016,"Scope 2","Measure","Location","tCO2e","","","","UK",28270,NA,NA,NA,NA,NA
"OCADO",2016,"Scope 2","Measure","Market","tCO2e","","","","UK",14510,NA,NA,NA,NA,NA
"OCADO",2017,"Scope 1 and 2","Measure","Market","tCO2e","","","","UK",96486,NA,NA,NA,NA,NA
"OCADO",2017,"Scope 2","Measure","Market","tCO2e","","","","UK",8872,NA,NA,NA,NA,NA
"OCADO",2017,"Scope 1 and 2","Measure","Location","tCO2e","","","","UK",112729,NA,NA,NA,NA,NA
"OCADO",2017,"Scope 2","Measure","Location","tCO2e","","","","UK",25115,NA,NA,NA,NA,NA
"OCADO",2017,"Scope 1","Measure",NA,"tCO2e","","","","UK",87614,NA,NA,NA,NA,NA
"OCADO",2018,"Scope 1 and 2","Measure","Location","tCO2e","","","","UK",109313,NA,NA,NA,NA,NA
"OCADO",2018,"Scope 2","Measure","Market","tCO2e","","","","UK",814,NA,NA,NA,NA,NA
"OCADO",2018,"Scope 1","Measure",NA,"tCO2e","","","","UK",86502,NA,NA,NA,NA,NA
"OCADO",2018,"Scope 2","Measure","Location","tCO2e","","","","UK",22811,NA,NA,NA,NA,NA
"OCADO",2018,"Scope 1 and 2","Measure","Market","tCO2e","","","","UK",87316,NA,NA,NA,NA,NA
"OCADO",2019,"Scope 2","Measure","Location","tCO2e","","","","UK",10921.135,NA,NA,NA,NA,NA
"OCADO",2019,"Scope 1 and 2","Measure","Location","tCO2e","","","","UK",54485.83,NA,NA,NA,NA,NA
"OCADO",2019,"Scope 2","Measure","Market","tCO2e","","","","UK",729,NA,NA,NA,NA,NA
"OCADO",2019,"Scope 1 and 2","Measure","Market","tCO2e","","","","UK",87767,NA,NA,NA,NA,NA
"OCADO",2019,"Scope 3","Measure",NA,"tCO2e","","","","UK",7.7,NA,NA,NA,NA,NA
"OCADO",2019,"Scope 1","Measure",NA,"tCO2e","","","","UK",43564.695,NA,NA,NA,NA,NA
"OCADO",2019,"Energy","Measure",NA,"GWh","","","","UK",424.439,NA,NA,NA,NA,NA
"OCADO",2020,"Scope 2","Measure","Market","tCO2e","","","","UK",1385,NA,NA,NA,NA,NA
"OCADO",2020,"Scope 2","Measure","Location","tCO2e","","","","UK",11382.085,NA,NA,NA,NA,NA
"OCADO",2020,"Scope 1","Measure",NA,"tCO2e","","","","UK",47514.365,NA,NA,NA,NA,NA
"OCADO",2020,"Scope 3","Measure",NA,"tCO2e","","","","UK",11.51,NA,NA,NA,NA,NA
"OCADO",2020,"Scope 1 and 2","Measure","Location","tCO2e","","","","UK",58896.45,NA,NA,NA,NA,NA
"OCADO",2021,"Scope 1 and 2","Measure","Market","tCO2e","","","","UK",97201,NA,NA,NA,NA,NA
"OCADO",2021,"Energy","Measure",NA,"GWh","","","","UK",438.579,NA,NA,NA,NA,NA
"OCADO",2021,"Scope 3","Measure",NA,"tCO2e","","","","UK",457324,NA,NA,NA,NA,NA
"OCADO",2021,"Scope 2","Measure","Market","tCO2e","","","","UK",815,NA,NA,NA,NA,NA
"OCADO",2021,"Scope 1 and 2","Measure","Location","tCO2e","","","","UK",117484,NA,NA,NA,NA,NA
"OCADO",2021,"Scope 1","Measure",NA,"tCO2e","","","","UK",96386,NA,NA,NA,NA,NA
"OCADO",2021,"Scope 2","Measure","Location","tCO2e","","","","UK",21098,NA,NA,NA,NA,NA
"OCADO",2022,"Scope 1 and 2","Measure","Market","tCO2e","","","","UK",94180,NA,NA,NA,NA,NA
"OCADO",2022,"Scope 2","Measure","Market","tCO2e","","","","UK",887,NA,NA,NA,NA,NA
"OCADO",2022,"Scope 3","Measure",NA,"tCO2e","","","","UK",182408.5,NA,NA,NA,NA,NA
"OCADO",2022,"Scope 1","Measure",NA,"tCO2e","","","","UK",93293,NA,NA,NA,NA,NA
"OCADO",2022,"Energy","Measure",NA,"GWh","","","","UK",496.956,NA,NA,NA,NA,NA
"OCADO",2023,"Scope 2","Measure","Market","tCO2e","","","","UK",895,NA,NA,NA,NA,NA
"OCADO",2023,"Scope 1","Measure",NA,"tCO2e","","","","UK",103957,NA,NA,NA,NA,NA
"OCADO",2023,"Energy","Measure",NA,"GWh","","","","UK",529.009,NA,NA,NA,NA,NA
"OCADO",2023,"Scope 1 and 2","Measure","Market","tCO2e","","","","UK",104852,NA,NA,NA,NA,NA
"OCADO",2023,"Scope 3","Measure",NA,"tCO2e","","","","UK",162057,NA,NA,NA,NA,NA
"SAINS",2005,"Scope 1","Measure",NA,"tCO2e","","","","UK",536694,NA,NA,NA,NA,NA
"SAINS",2005,"Scope 1 and 2","Measure","Location","tCO2e","","","","UK",1370465,NA,NA,NA,NA,NA
"SAINS",2005,"Scope 2","Measure","Location","tCO2e","","","","UK",833796,NA,NA,NA,NA,NA
"SAINS",2005,"Scope 1 and 2","Measure","Market","tCO2e","","","","UK",1370481,NA,NA,NA,NA,NA
"SAINS",2005,"Scope 2","Measure","Market","tCO2e","","","","UK",833787,NA,NA,NA,NA,NA
"SAINS",2012,"Scope 1","Measure",NA,"tCO2e","","","","UK",722835,NA,NA,NA,NA,NA
"SAINS",2012,"Scope 2","Measure","Location","tCO2e","","","","UK",771380,NA,NA,NA,NA,NA
"SAINS",2012,"Scope 1 and 2","Measure","Location","tCO2e","","","","UK",1494215,NA,NA,NA,NA,NA
"SAINS",2013,"Scope 1","Measure",NA,"tCO2e","","","","UK",626809,NA,NA,NA,NA,NA
"SAINS",2013,"Scope 2","Measure","Location","tCO2e","","","","UK",736518,NA,NA,NA,NA,NA
"SAINS",2013,"Scope 1 and 2","Measure","Location","tCO2e","","","","UK",1363327,NA,NA,NA,NA,NA
"SAINS",2014,"Scope 2","Measure","Location","tCO2e","","","","UK",794429,NA,1353380,NA,1126,0.586996261212668
"SAINS",2014,"Scope 1 and 2","Measure","Location","tCO2e","","","","UK",1366102,NA,1353380,NA,1126,1.0094001684671
"SAINS",2014,"Scope 1","Measure",NA,"tCO2e","","","","UK",571673,NA,1353380,NA,1126,0.42240390725443
"SAINS",2015,"Scope 2","Measure","Market","tCO2e","","","","UK",541102,79660,1433040,104,1230,0.377590297549266
"SAINS",2015,"Scope 1 and 2","Measure","Market","tCO2e","","","","UK",1130817,79660,1433040,104,1230,0.789103583989281
"SAINS",2015,"Scope 2","Measure","Location","tCO2e","","","","UK",722512,79660,1433040,104,1230,0.504181320828449
"SAINS",2015,"Scope 1 and 2","Measure","Location","tCO2e","","","","UK",1323603,79660,1433040,104,1230,0.923632976050913
"SAINS",2015,"Scope 1","Measure",NA,"tCO2e","","","","UK",601091,79660,1433040,104,1230,0.419451655222464
"SAINS",2016,"Scope 2","Measure","Market","tCO2e","","","","UK",518598,7280,1440320,18,1248,0.360057487225061
"SAINS",2016,"Scope 1","Measure",NA,"tCO2e","","","","UK",580200.5,7280,1440320,18,1248,0.402827496667407
"SAINS",2016,"Scope 1 and 2","Measure","Market","tCO2e","","","","UK",1082454.5,7280,1440320,18,1248,0.751537505554321
"SAINS",2016,"Scope 1 and 2","Measure","Location","tCO2e","","","","UK",1215160.5,7280,1440320,18,1248,0.843673975227727
"SAINS",2016,"Scope 2","Measure","Location","tCO2e","","","","UK",634960,7280,1440320,18,1248,0.44084647856032
"SAINS",2017,"Scope 1 and 2","Measure","Location","tCO2e","","","","UK",1043231,22400,1462720,74,1322,0.713213055130168
"SAINS",2017,"Scope 2","Measure","Location","tCO2e","","","","UK",529897,22400,1462720,74,1322,0.362268239991249
"SAINS",2017,"Scope 2","Measure","Market","tCO2e","","","","UK",418084,22400,1462720,74,1322,0.285826405600525
"SAINS",2017,"Scope 1 and 2","Measure","Market","tCO2e","","","","UK",922603,22400,1462720,74,1322,0.63074477685408
"SAINS",2017,"Scope 1","Measure",NA,"tCO2e","","","","UK",516333,22400,1462720,74,1322,0.352995105009845
"SAINS",2018,"Scope 1 and 2","Measure","Market","tCO2e","","","","UK+",949744,8400,1471120,8,1330,0.645592473761488
"SAINS",2018,"Scope 1","Measure",NA,"tCO2e","","","","UK",480710,8400,1471120,8,1330,0.326764641905487
"SAINS",2018,"Scope 2","Measure","Location","tCO2e","","","","UK",412403.5,8400,1471120,8,1330,0.280333011583012
"SAINS",2018,"Scope 1 and 2","Measure","Market","tCO2e","","","","UK",830345,8400,1471120,8,1330,0.564430501930502
"SAINS",2018,"Scope 2","Measure","Market","tCO2e","","","","UK",356434.5,8400,1471120,8,1330,0.242287848713905
"SAINS",2018,"Scope 1 and 2","Measure","Location","tCO2e","","","","UK",893619,8400,1471120,8,1330,0.607441269237044
"SAINS",2019,"Scope 1 and 2","Measure","Location","tCO2e","","","","UK+",810471,7280,1478400,18,1348,0.548208198051948
"SAINS",2019,"Scope 2","Measure","Location","tCO2e","","","","UK+",362995,7280,1478400,18,1348,0.245532332251082
"SAINS",2019,"Scope 1 and 2","Measure","Market","tCO2e","","","","UK+",788687,7280,1478400,18,1348,0.5334733495671
"SAINS",2019,"Scope 1","Measure",NA,"tCO2e","","","","UK+",447422,7280,1478400,18,1348,0.30263933982684
"SAINS",2019,"Scope 1 and 2","Measure","Location","tCO2e","","","","UK",800833,7280,1478400,18,1348,0.541688988095238
"SAINS",2019,"Energy","Measure",NA,"GWh","","","","UK+",2777.6053,7280,1478400,18,1348,0.00187879146374459
"SAINS",2019,"Scope 1 and 2","Measure","Market","tCO2e","","","","UK",739032,7280,1478400,18,1348,0.499886363636364
"SAINS",2019,"Scope 2","Measure","Market","tCO2e","","","","UK+",289272,7280,1478400,18,1348,0.195665584415584
"SAINS",2019,"Scope 2","Measure","Location","tCO2e","","","","UK",352644,7280,1478400,18,1348,0.238530844155844
"SAINS",2019,"Scope 1","Measure",NA,"tCO2e","","","","UK",488189,7280,1478400,18,1348,0.330214420995671
"SAINS",2019,"Scope 2","Measure","Market","tCO2e","","","","UK",290843,7280,1478400,18,1348,0.19672821969697
"SAINS",2020,"Energy","Measure",NA,"GWh","","","","UK+",2879.0194,3920,1482320,14,1362,0.00194223878784608
"SAINS",2020,"Scope 1 and 2","Measure","Location","tCO2e","","","","UK+",752098.565,3920,1482320,14,1362,0.507379354660262
"SAINS",2020,"Scope 1 and 2","Measure","Market","tCO2e","","","","UK+",766225,3920,1482320,14,1362,0.516909304333747
"SAINS",2020,"Scope 2","Measure","Location","tCO2e","","","","UK+",303758.56,3920,1482320,14,1362,0.204921042689838
"SAINS",2020,"Scope 2","Measure","Market","tCO2e","","","","UK+",266283.325,3920,1482320,14,1362,0.179639568379297
"SAINS",2020,"Scope 1","Measure",NA,"tCO2e","","","","UK+",448340.505,3920,1482320,14,1362,0.302458649279508
"SAINS",2021,"Scope 1 and 2","Measure","Market","tCO2e","","","","UK+",706781.606666667,11760,1494080,22,1384,0.473054727100735
"SAINS",2021,"Scope 1","Measure",NA,"tCO2e","","","","UK+",448851.995,11760,1494080,22,1384,0.300420322204969
"SAINS",2021,"Scope 2","Measure","Market","tCO2e","","","","UK+",218145.26,11760,1494080,22,1384,0.146006411972585
"SAINS",2021,"Scope 1 and 2","Measure","Location","tCO2e","","","","UK+",694173.28,11760,1494080,22,1384,0.464615870636111
"SAINS",2021,"Scope 2","Measure","Location","tCO2e","","","","UK+",237041.41,11760,1494080,22,1384,0.158653760173485
"SAINS",2021,"Energy","Measure",NA,"GWh","","","","UK+",2697.93135,11760,1494080,22,1384,0.00180574758379739
"SAINS",2022,"Scope 2","Measure","Location","tCO2e","","","","UK+",214014.665,1540,1495620,11,1395,0.143094278626924
"SAINS",2022,"Scope 1","Measure",NA,"tCO2e","","","","UK+",399009.45,1540,1495620,11,1395,0.266785313114294
"SAINS",2022,"Scope 2","Measure","Market","tCO2e","","","","UK+",0,1540,1495620,11,1395,0
"SAINS",2022,"Scope 1 and 2","Measure","Location","tCO2e","","","","UK+",613024.115,1540,1495620,11,1395,0.409879591741218
"SAINS",2022,"Scope 1 and 2","Measure","Market","tCO2e","","","","UK+",399009.45,1540,1495620,11,1395,0.266785313114294
"SAINS",2022,"Energy","Measure",NA,"GWh","","","","UK+",2550.89535,1540,1495620,11,1395,0.00170557718538131
"SAINS",2023,"Energy","Measure",NA,"GWh","","","","UK+",2533.8137,8260,1503880,25,1420,0.00168485098545097
"SAINS",2023,"Scope 2","Measure","Market","tCO2e","","","","UK+",0,8260,1503880,25,1420,0
"SAINS",2023,"Scope 2","Measure","Location","tCO2e","","","","UK+",233869.42,8260,1503880,25,1420,0.155510692342474
"SAINS",2023,"Scope 1","Measure",NA,"tCO2e","","","","UK+",403057.23,8260,1503880,25,1420,0.268011563422614
"SAINS",2023,"Scope 1 and 2","Measure","Location","tCO2e","","","","UK+",636926.65,8260,1503880,25,1420,0.423522255765088
"SAINS",2023,"Scope 1 and 2","Measure","Market","tCO2e","","","","UK+",403057.23,8260,1503880,25,1420,0.268011563422614
"TESC",2006,"Scope 1 and 2","Measure","Location","tCO2e","","","","Global",3858707.2,NA,NA,NA,NA,NA
"TESC",2006,"Scope 1 - 3","Measure","Location","tCO2e","","","","Global",4816385.4,NA,NA,NA,NA,NA
"TESC",2006,"Scope 1 and 2","Measure","Market","tCO2e","","","","UK",1751572,NA,NA,NA,NA,NA
"TESC",2006,"Scope 1","Measure",NA,"tCO2e","","","","Global",1353168.6,NA,NA,NA,NA,NA
"TESC",2006,"Scope 3","Measure","Location","tCO2e","","","","Global",802829.4,NA,NA,NA,NA,NA
"TESC",2006,"Scope 2","Measure","Location","tCO2e","","","","Global",2505556.6,NA,NA,NA,NA,NA
"TESC",2011,"Scope 1 - 3","Measure","Location","tCO2e","","","","Global",5577880,NA,NA,NA,NA,NA
"TESC",2011,"Scope 2","Measure","Location","tCO2e","","","","Global",3587747,NA,NA,NA,NA,NA
"TESC",2011,"Scope 1","Measure",NA,"tCO2e","","","","Global",1465494,NA,NA,NA,NA,NA
"TESC",2011,"Scope 3","Measure","Location","tCO2e","","","","Global",524639,NA,NA,NA,NA,NA
"TESC",2011,"Scope 1 and 2","Measure","Location","tCO2e","","","","Global",5053241,NA,NA,NA,NA,NA
"TESC",2012,"Scope 1","Measure",NA,"tCO2e","","","","Global",1426793,NA,NA,NA,NA,NA
"TESC",2012,"Scope 1 - 3","Measure","Location","tCO2e","","","","Global",6036600.5,NA,NA,NA,NA,NA
"TESC",2012,"Scope 3","Measure","Location","tCO2e","","","","Global",574321,NA,NA,NA,NA,NA
"TESC",2012,"Scope 1 and 2","Measure","Location","tCO2e","","","","Global",5053451,NA,NA,NA,NA,NA
"TESC",2012,"Scope 2","Measure","Location","tCO2e","","","","Global",3626658,NA,NA,NA,NA,NA
"TESC",2013,"Scope 3","Measure","Location","tCO2e","","","","Global",892541.5,NA,NA,NA,NA,NA
"TESC",2013,"Scope 2","Measure","Location","tCO2e","","","","Global",3222800.5,NA,NA,NA,NA,NA
"TESC",2013,"Scope 1 and 2","Measure","Location","tCO2e","","","","Global",4568224.5,NA,NA,NA,NA,NA
"TESC",2013,"Scope 1 - 3","Measure","Location","tCO2e","","","","Global",6008192.5,NA,NA,NA,NA,NA
"TESC",2013,"Scope 1","Measure",NA,"tCO2e","","","","Global",1345424,NA,NA,NA,NA,NA
"TESC",2014,"Scope 2","Measure","Location","tCO2e","","","","Global",2938067.5,NA,2107280,NA,2485,1.39424637447325
"TESC",2014,"Scope 1 - 3","Measure","Location","tCO2e","","","","Global",5445360.5,NA,2107280,NA,2485,2.58407069777153
"TESC",2014,"Scope 1 and 2","Measure","Market","tCO2e","","","","Global",3443697,NA,2107280,NA,2485,1.63419052048138
"TESC",2014,"Scope 3","Measure","Location","tCO2e","","","","Global",1191741.5,NA,2107280,NA,2485,0.565535429558483
"TESC",2014,"Scope 1","Measure",NA,"tCO2e","","","","Global",1315551.5,NA,2107280,NA,2485,0.624288893739797
"TESC",2014,"Scope 2","Measure","Market","tCO2e","","","","Global",2125885,NA,2107280,NA,2485,1.00882891689761
"TESC",2014,"Scope 1 and 2","Measure","Location","tCO2e","","","","Global",4253619,NA,2107280,NA,2485,2.01853526821305
"TESC",2015,"Scope 1 and 2","Measure","Location","tCO2e","","","","Global",3674469.75,26740,2134020,68,2553,1.72185347372564
"TESC",2015,"Scope 1 - 3","Measure","Location","tCO2e","","","","Global",4274556.75,26740,2134020,68,2553,2.00305374363877
"TESC",2015,"Energy","Measure",NA,"GWh","","","","UK",5502,26740,2134020,68,2553,0.00257823263137178
"TESC",2015,"Scope 2","Measure","Location","tCO2e","","","","Global",2354986,26740,2134020,68,2553,1.10354448411917
"TESC",2015,"Scope 1","Measure",NA,"tCO2e","","","","Global",1319483.75,26740,2134020,68,2553,0.61830898960647
"TESC",2015,"Scope 1 and 2","Measure","Market","tCO2e","","","","Global",3116472.25,26740,2134020,68,2553,1.46037630856318
"TESC",2015,"Scope 3","Measure","Location","tCO2e","","","","Global",1009996,26740,2134020,68,2553,0.473283286942016
"TESC",2015,"Energy","Measure",NA,"GWh","","","","Global",6823,26740,2134020,68,2553,0.00319725213446922
"TESC",2015,"Scope 2","Measure","Market","tCO2e","","","","Global",1797006,26740,2134020,68,2553,0.84207551944218
"TESC",2016,"Scope 2","Measure","Market","tCO2e","","","","Global",1582275,10640,2144660,33,2586,0.737774285900795
"TESC",2016,"Scope 3","Measure","Location","tCO2e","","","","Global",1073721,10640,2144660,33,2586,0.50064858765492
"TESC",2016,"Scope 1 and 2","Measure","Location","tCO2e","","","","Global",3594225,10640,2144660,33,2586,1.67589501366184
"TESC",2016,"Scope 1","Measure",NA,"tCO2e","","","","Global",1236980,10640,2144660,33,2586,0.57677207576026
"TESC",2016,"Scope 2","Measure","Location","tCO2e","","","","Global",2357245,10640,2144660,33,2586,1.09912293790158
"TESC",2016,"Scope 1 - 3","Measure","Location","tCO2e","","","","Global",3892977,10640,2144660,33,2586,1.81519541559035
"TESC",2016,"Scope 1 and 2","Measure","Market","tCO2e","","","","Global",2664429,10640,2144660,33,2586,1.24235496535581
"TESC",2017,"Scope 1 and 2","Measure","Location","tCO2e","","","","Global",3466738.5,5600,2150260,21,2607,1.61224154288319
"TESC",2017,"Scope 2","Measure","Market","tCO2e","","","","Global",1169471.5,5600,2150260,21,2607,0.543874461693005
"TESC",2017,"Scope 2","Measure","Location","tCO2e","","","","Global",2107367,5600,2150260,21,2607,0.980052179736404
"TESC",2017,"Scope 3","Measure","Location","tCO2e","","","","Global",992152,5600,2150260,21,2607,0.461410248063025
"TESC",2017,"Scope 1 - 3","Measure","Location","tCO2e","","","","Global",3521023,5600,2150260,21,2607,1.63748709458391
"TESC",2017,"Scope 1 and 2","Measure","Market","tCO2e","","","","Global",2528843,5600,2150260,21,2607,1.17606382483979
"TESC",2017,"Scope 1","Measure",NA,"tCO2e","","","","Global",1359371.5,5600,2150260,21,2607,0.632189363146782
"TESC",2018,"Scope 1 and 2","Measure","Location","tCO2e","","","","Global",2636700.5,1260,2151520,9,2616,1.22550592139511
"TESC",2018,"Scope 3","Measure","Location","tCO2e","","","","Global",769277,1260,2151520,9,2616,0.357550475942589
"TESC",2018,"Scope 1 and 2","Measure","Market","tCO2e","","","","Global",1874114.5,1260,2151520,9,2616,0.871065339852755
"TESC",2018,"Scope 2","Measure","Location","tCO2e","","","","Global",1413689,1260,2151520,9,2616,0.657065237599465
"TESC",2018,"Scope 2","Measure","Market","tCO2e","","","","Global",651103,1260,2151520,9,2616,0.302624656057113
"TESC",2018,"Scope 1","Measure",NA,"tCO2e","","","","Global",1223011.5,1260,2151520,9,2616,0.568440683795642
"TESC",2018,"Scope 1 - 3","Measure","Location","tCO2e","","","","Global",2643391,1260,2151520,9,2616,1.2286155834015
"TESC",2019,"Scope 1 and 2","Measure","Location","tCO2e","","","","Global",2406974,3080,2154600,3,2619,1.11713264643089
"TESC",2019,"Scope 2","Measure","Location","tCO2e","","","","Global",1228363.5,3080,2154600,3,2619,0.570112085769981
"TESC",2019,"Scope 3","Measure","Location","tCO2e","","","","Global",688547.5,3080,2154600,3,2619,0.31957091803583
"TESC",2019,"Scope 2","Measure","Market","tCO2e","","","","Global",499073.5,3080,2154600,3,2619,0.231631625359696
"TESC",2019,"Scope 1 and 2","Measure","Market","tCO2e","","","","UK",905053,3080,2154600,3,2619,0.420056158915808
"TESC",2019,"Scope 1","Measure",NA,"tCO2e","","","","Global",1178610.5,3080,2154600,3,2619,0.547020560660912
"TESC",2019,"Energy","Measure",NA,"GWh","","","","Global",6443,3080,2154600,3,2619,0.00299034623596027
"TESC",2019,"Scope 1 and 2","Measure","Market","tCO2e","","","","Global",1677684,3080,2154600,3,2619,0.778652186020607
"TESC",2019,"Scope 1 - 3","Measure","Location","tCO2e","","","","Global",2366231.5,3080,2154600,3,2619,1.09822310405644
"TESC",2020,"Energy","Measure",NA,"GWh","","","","Global",6089,10360,2164960,74,2693,0.00281252309511492
"TESC",2020,"Energy","Measure",NA,"GWh","","","","UK",5171.5,10360,2164960,74,2693,0.00238872773630922
"TESC",2020,"Scope 2","Measure","Location","tCO2e","","","","Global",718222,10360,2164960,74,2693,0.331748392580001
"TESC",2020,"Scope 1 - 3","Measure","Location","tCO2e","","","","Global",1537957,10360,2164960,74,2693,0.710385873180105
"TESC",2020,"Scope 1 and 2","Measure","Location","tCO2e","","","","Global",1771373,10360,2164960,74,2693,0.81820126006947
"TESC",2020,"Scope 1 and 2","Measure","Market","tCO2e","","","","UK",880039,10360,2164960,74,2693,0.406492036804375
"TESC",2020,"Scope 1","Measure",NA,"tCO2e","","","","Global",1053151,10360,2164960,74,2693,0.486452867489469
"TESC",2020,"Scope 3","Measure","Location","tCO2e","","","","Global",471195,10360,2164960,74,2693,0.217646053506762
"TESC",2020,"Scope 1 and 2","Measure","Market","tCO2e","","","","Global",1066782,10360,2164960,74,2693,0.492749057719311
"TESC",2020,"Scope 2","Measure","Market","tCO2e","","","","Global",13631,10360,2164960,74,2693,0.00629619022984258
"TESC",2021,"Energy","Measure",NA,"GWh","","","","UK",5203,11760,2176720,32,2725,0.00239029365283546
"TESC",2021,"Scope 3","Measure","Location","tCO2e","","","","Global",593405,11760,2176720,32,2725,0.272614300415304
"TESC",2021,"Scope 1 - 3","Measure","Location","tCO2e","","","","Global",1719610,11760,2176720,32,2725,0.790000551288177
"TESC",2021,"Scope 2","Measure","Market","tCO2e","","","","Global",16107,11760,2176720,32,2725,0.00739966555183946
"TESC",2021,"Energy","Measure",NA,"GWh","","","","Global",6263,11760,2176720,32,2725,0.00287726487559263
"TESC",2021,"Scope 1 and 2","Measure","Market","tCO2e","","","","UK",936257,11760,2176720,32,2725,0.430122845382043
"TESC",2021,"Scope 1","Measure",NA,"tCO2e","","","","Global",1110098,11760,2176720,32,2725,0.509986585321033
"TESC",2021,"Scope 1 and 2","Measure","Location","tCO2e","","","","Global",1752435,11760,2176720,32,2725,0.805080579955162
"TESC",2021,"Scope 1 and 2","Measure","Market","tCO2e","","","","Global",1126205,11760,2176720,32,2725,0.517386250872873
"TESC",2021,"Scope 2","Measure","Location","tCO2e","","","","Global",642337,11760,2176720,32,2725,0.295093994634128
"TESC",2022,"Energy","Measure",NA,"GWh","","","","Global",6000,16520,2193240,65,2790,0.0027356787218909
"TESC",2022,"Energy","Measure",NA,"GWh","","","","UK",5037,16520,2193240,65,2790,0.00229660228702741
"TESC",2022,"Scope 1 and 2","Measure","Market","tCO2e","","","","UK",888676,16520,2193240,65,2790,0.40518867064252
"TESC",2022,"Scope 2","Measure","Market","tCO2e","","","","Global",7796,16520,2193240,65,2790,0.00355455855264358
"TESC",2022,"Scope 1 - 3","Measure","Location","tCO2e","","","","Global",1614333,16520,2193240,65,2790,0.736049406357717
"TESC",2022,"Scope 3","Measure","Location","tCO2e","","","","Global",567191,16520,2193240,65,2790,0.258608724991337
"TESC",2022,"Scope 1","Measure",NA,"tCO2e","","","","Global",1039346,16520,2193240,65,2790,0.473886122813737
